Rok,Země,CO2 celkem,Tuhá paliva,Kapalná paliva,Plynná paliva,Cement,CO2 na osobu
2020,CHINA (MAINLAND),2915650,2095946.0,415680.0,184627.0,219397.0,2.047509753915947
2020,GERMANY,163396,47114.0,66103.0,46593.0,3579.0,1.962302342515488
2020,UNITED STATES OF AMERICA,1223749,235075.0,521588.0,449812.0,11104.0,3.610047378993988
